매물ID,브랜드,inspection_record_no,inspection_accident_flag,inspection_simple_repair_flag,inspection_waterlog_flag,inspection_board_state,inspection_car_state,교환_개수_patch,판금_개수_patch,부식_여부_patch,성능기록부_raw_patch,보험이력건수_patch,내차피해건수_patch,타차가해건수_patch,소유자변경횟수_patch,차량번호변경횟수_patch,도난횟수_patch,전손횟수_patch,침수전손횟수_patch,침수분손횟수_patch,내차피해총액_patch,타차피해총액_patch,보험사고최대금액_patch,보험사고평균금액_patch,부품비총액_patch,공임총액_patch,도장비총액_patch,최근보험사고일_patch,보험오픈여부_patch,광고한줄문구_patch,차량번호_patch,VIN_patch,조회수_patch,찜수_patch,판매자유형_patch,판매자지역_patch,신차가_patch,재등록여부_patch,홈서비스여부_patch,진단차여부_patch,연료_patch,변속기_patch,색상_patch,좌석수_patch,차급_patch,배기량_cc_patch
39635264,현대,2513203396,False,True,False,양호,양호,,,,inners > 자기진단 :  || inners > 자기진단 > 원동기 : 양호 || inners > 자기진단 > 변속기 : 양호 || inners > 원동기 :  || inners > 원동기 > 작동상태(공회전) : 양호 || inners > 원동기 > 오일누유 :  || inners > 원동기 > 오일누유 > 실린더 커버(로커암 커버) : 없음 || inners > 원동기 > 오일누유 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 오일누유 > 실린더 블록 / 오일팬 : 없음 || inners > 원동기 > 오일 유량 : 적정 || inners > 원동기 > 냉각수누수 :  || inners > 원동기 > 냉각수누수 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 냉각수누수 > 워터펌프 : 없음 || inners > 원동기 > 냉각수누수 > 라디에이터 : 없음 || inners > 원동기 > 냉각수누수 > 냉각수 수량 : 적정 || inners > 변속기 :  || inners > 변속기 > 자동변속기(A/T) :  || inners > 변속기 > 자동변속기(A/T) > 오일누유 : 없음 || inners > 변속기 > 자동변속기(A/T) > 오일유량 및 상태 :  || inners > 변속기 > 자동변속기(A/T) > 작동상태(공회전) : 양호 || inners > 동력전달 :  || inners > 동력전달 > 클러치 어셈블리 :  || inners > 동력전달 > 등속조인트 : 양호 || inners > 동력전달 > 추친축 및 베어링 :  || inners > 동력전달 > 디피렌셜 기어 :  || inners > 조향 :  || inners > 조향 > 동력조향 작동 오일 누유 : 없음 || inners > 조향 > 작동상태 :  || inners > 조향 > 작동상태 > 스티어링 펌프 :  || inners > 조향 > 작동상태 > 스티어링 기어(MDPS포함) : 양호 || inners > 조향 > 작동상태 > 스티어링 조인트 : 양호 || inners > 조향 > 작동상태 > 파워고압호스 :  || inners > 조향 > 작동상태 > 타이로드엔드 및 볼 조인트 : 양호 || inners > 제동 :  || inners > 제동 > 브레이크 마스터 실린더오일 누유 : 없음 || inners > 제동 > 브레이크 오일 누유 : 없음 || inners > 제동 > 배력장치 상태 : 양호 || inners > 전기 :  || inners > 전기 > 발전기 출력 : 양호 || inners > 전기 > 시동 모터 : 양호 || inners > 전기 > 와이퍼 모터 기능 : 양호 || inners > 전기 > 실내송풍 모터 : 양호 || inners > 전기 > 라디에이터 팬 모터 : 양호 || inners > 전기 > 윈도우 모터 : 양호 || inners > 연료 :  || inners > 연료 > 연료누출(LP가스포함) : 없음 || outers > 프론트 휀더(우) : ,5.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,,7080661.0,2312408.0,4878000.0,1130385.5555555555,3555450.0,2547130.0,3290489.0,2022-08-07,True,,18조8063,KMHF241EBJA078534,339,4,DEALER,전북 전주시 덕진구,3550,True,True,True,가솔린,오토,쥐색,5,대형차,2999
41583749,현대,2613201365,False,False,False,양호,양호,,,,inners > 자기진단 :  || inners > 자기진단 > 원동기 : 양호 || inners > 자기진단 > 변속기 : 양호 || inners > 원동기 :  || inners > 원동기 > 작동상태(공회전) : 양호 || inners > 원동기 > 오일누유 :  || inners > 원동기 > 오일누유 > 실린더 커버(로커암 커버) : 없음 || inners > 원동기 > 오일누유 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 오일누유 > 실린더 블록 / 오일팬 : 없음 || inners > 원동기 > 오일 유량 : 적정 || inners > 원동기 > 냉각수누수 :  || inners > 원동기 > 냉각수누수 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 냉각수누수 > 워터펌프 : 없음 || inners > 원동기 > 냉각수누수 > 라디에이터 : 없음 || inners > 원동기 > 냉각수누수 > 냉각수 수량 : 적정 || inners > 변속기 :  || inners > 변속기 > 자동변속기(A/T) :  || inners > 변속기 > 자동변속기(A/T) > 오일누유 : 없음 || inners > 변속기 > 자동변속기(A/T) > 오일유량 및 상태 :  || inners > 변속기 > 자동변속기(A/T) > 작동상태(공회전) : 양호 || inners > 동력전달 :  || inners > 동력전달 > 클러치 어셈블리 :  || inners > 동력전달 > 등속조인트 : 양호 || inners > 동력전달 > 추친축 및 베어링 :  || inners > 동력전달 > 디피렌셜 기어 :  || inners > 조향 :  || inners > 조향 > 동력조향 작동 오일 누유 : 없음 || inners > 조향 > 작동상태 :  || inners > 조향 > 작동상태 > 스티어링 펌프 :  || inners > 조향 > 작동상태 > 스티어링 기어(MDPS포함) : 양호 || inners > 조향 > 작동상태 > 스티어링 조인트 : 양호 || inners > 조향 > 작동상태 > 파워고압호스 :  || inners > 조향 > 작동상태 > 타이로드엔드 및 볼 조인트 : 양호 || inners > 제동 :  || inners > 제동 > 브레이크 마스터 실린더오일 누유 : 없음 || inners > 제동 > 브레이크 오일 누유 : 없음 || inners > 제동 > 배력장치 상태 : 양호 || inners > 전기 :  || inners > 전기 > 발전기 출력 : 양호 || inners > 전기 > 시동 모터 : 양호 || inners > 전기 > 와이퍼 모터 기능 : 양호 || inners > 전기 > 실내송풍 모터 : 양호 || inners > 전기 > 라디에이터 팬 모터 : 양호 || inners > 전기 > 윈도우 모터 : 양호 || inners > 연료 :  || inners > 연료 > 연료누출(LP가스포함) : 없음,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,True,,21가0156,KMHD741DBHU282918,145,4,DEALER,전북 전주시 덕진구,1913,False,True,True,가솔린,오토,은색,5,준중형차,1591
41597077,현대,2613201300,False,False,False,양호,양호,,,,inners > 자기진단 :  || inners > 자기진단 > 원동기 : 양호 || inners > 자기진단 > 변속기 : 양호 || inners > 원동기 :  || inners > 원동기 > 작동상태(공회전) : 양호 || inners > 원동기 > 오일누유 :  || inners > 원동기 > 오일누유 > 실린더 커버(로커암 커버) : 없음 || inners > 원동기 > 오일누유 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 오일누유 > 실린더 블록 / 오일팬 : 없음 || inners > 원동기 > 오일 유량 : 적정 || inners > 원동기 > 냉각수누수 :  || inners > 원동기 > 냉각수누수 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 냉각수누수 > 워터펌프 : 없음 || inners > 원동기 > 냉각수누수 > 라디에이터 : 없음 || inners > 원동기 > 냉각수누수 > 냉각수 수량 : 적정 || inners > 변속기 :  || inners > 변속기 > 자동변속기(A/T) :  || inners > 변속기 > 자동변속기(A/T) > 오일누유 : 없음 || inners > 변속기 > 자동변속기(A/T) > 오일유량 및 상태 :  || inners > 변속기 > 자동변속기(A/T) > 작동상태(공회전) : 양호 || inners > 동력전달 :  || inners > 동력전달 > 클러치 어셈블리 :  || inners > 동력전달 > 등속조인트 : 양호 || inners > 동력전달 > 추친축 및 베어링 :  || inners > 동력전달 > 디피렌셜 기어 :  || inners > 조향 :  || inners > 조향 > 동력조향 작동 오일 누유 : 없음 || inners > 조향 > 작동상태 :  || inners > 조향 > 작동상태 > 스티어링 펌프 :  || inners > 조향 > 작동상태 > 스티어링 기어(MDPS포함) : 양호 || inners > 조향 > 작동상태 > 스티어링 조인트 : 양호 || inners > 조향 > 작동상태 > 파워고압호스 :  || inners > 조향 > 작동상태 > 타이로드엔드 및 볼 조인트 : 양호 || inners > 제동 :  || inners > 제동 > 브레이크 마스터 실린더오일 누유 : 없음 || inners > 제동 > 브레이크 오일 누유 : 없음 || inners > 제동 > 배력장치 상태 : 양호 || inners > 전기 :  || inners > 전기 > 발전기 출력 : 양호 || inners > 전기 > 시동 모터 : 양호 || inners > 전기 > 와이퍼 모터 기능 : 양호 || inners > 전기 > 실내송풍 모터 : 양호 || inners > 전기 > 라디에이터 팬 모터 : 양호 || inners > 전기 > 윈도우 모터 : 양호 || inners > 연료 :  || inners > 연료 > 연료누출(LP가스포함) : 없음,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,,0.0,638840.0,888700.0,888700.0,274622.0,188360.0,175858.0,2019-10-11,True,,23다2323,KMHDG41DBDU786970,63,1,DEALER,전북 전주시 덕진구,1785,False,True,True,가솔린,오토,흰색,5,준중형차,1591
41652059,현대,2613201741,False,False,False,양호,양호,,,,inners > 자기진단 :  || inners > 자기진단 > 원동기 : 양호 || inners > 자기진단 > 변속기 : 양호 || inners > 원동기 :  || inners > 원동기 > 작동상태(공회전) : 양호 || inners > 원동기 > 오일누유 :  || inners > 원동기 > 오일누유 > 실린더 커버(로커암 커버) : 없음 || inners > 원동기 > 오일누유 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 오일누유 > 실린더 블록 / 오일팬 : 없음 || inners > 원동기 > 오일 유량 : 적정 || inners > 원동기 > 냉각수누수 :  || inners > 원동기 > 냉각수누수 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 냉각수누수 > 워터펌프 : 없음 || inners > 원동기 > 냉각수누수 > 라디에이터 : 없음 || inners > 원동기 > 냉각수누수 > 냉각수 수량 : 적정 || inners > 변속기 :  || inners > 변속기 > 자동변속기(A/T) :  || inners > 변속기 > 자동변속기(A/T) > 오일누유 : 없음 || inners > 변속기 > 자동변속기(A/T) > 오일유량 및 상태 :  || inners > 변속기 > 자동변속기(A/T) > 작동상태(공회전) : 양호 || inners > 동력전달 :  || inners > 동력전달 > 클러치 어셈블리 :  || inners > 동력전달 > 등속조인트 : 양호 || inners > 동력전달 > 추친축 및 베어링 :  || inners > 동력전달 > 디피렌셜 기어 :  || inners > 조향 :  || inners > 조향 > 동력조향 작동 오일 누유 : 없음 || inners > 조향 > 작동상태 :  || inners > 조향 > 작동상태 > 스티어링 펌프 :  || inners > 조향 > 작동상태 > 스티어링 기어(MDPS포함) : 양호 || inners > 조향 > 작동상태 > 스티어링 조인트 : 양호 || inners > 조향 > 작동상태 > 파워고압호스 :  || inners > 조향 > 작동상태 > 타이로드엔드 및 볼 조인트 : 양호 || inners > 제동 :  || inners > 제동 > 브레이크 마스터 실린더오일 누유 : 없음 || inners > 제동 > 브레이크 오일 누유 : 없음 || inners > 제동 > 배력장치 상태 : 양호 || inners > 전기 :  || inners > 전기 > 발전기 출력 : 양호 || inners > 전기 > 시동 모터 : 양호 || inners > 전기 > 와이퍼 모터 기능 : 양호 || inners > 전기 > 실내송풍 모터 : 양호 || inners > 전기 > 라디에이터 팬 모터 : 양호 || inners > 전기 > 윈도우 모터 : 양호 || inners > 연료 :  || inners > 연료 > 연료누출(LP가스포함) : 없음,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,737639.0,0.0,915078.0,915078.0,253480.0,178110.0,306049.0,2026-01-11,True,,21무0431,KMHE341CBGA179457,42,3,DEALER,전북 전주시 덕진구,2646,False,True,True,가솔린,오토,흰색,5,중형차,1999
41121752,현대,2513208699,False,False,False,양호,양호,,,,inners > 자기진단 :  || inners > 자기진단 > 원동기 : 양호 || inners > 자기진단 > 변속기 : 양호 || inners > 원동기 :  || inners > 원동기 > 작동상태(공회전) : 양호 || inners > 원동기 > 오일누유 :  || inners > 원동기 > 오일누유 > 실린더 커버(로커암 커버) : 없음 || inners > 원동기 > 오일누유 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 오일누유 > 실린더 블록 / 오일팬 : 없음 || inners > 원동기 > 오일 유량 : 적정 || inners > 원동기 > 냉각수누수 :  || inners > 원동기 > 냉각수누수 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 냉각수누수 > 워터펌프 : 없음 || inners > 원동기 > 냉각수누수 > 라디에이터 : 없음 || inners > 원동기 > 냉각수누수 > 냉각수 수량 : 적정 || inners > 원동기 > 커먼레일 : 양호 || inners > 변속기 :  || inners > 변속기 > 자동변속기(A/T) :  || inners > 변속기 > 자동변속기(A/T) > 오일누유 : 없음 || inners > 변속기 > 자동변속기(A/T) > 오일유량 및 상태 :  || inners > 변속기 > 자동변속기(A/T) > 작동상태(공회전) : 양호 || inners > 동력전달 :  || inners > 동력전달 > 클러치 어셈블리 :  || inners > 동력전달 > 등속조인트 : 양호 || inners > 동력전달 > 추친축 및 베어링 :  || inners > 동력전달 > 디피렌셜 기어 :  || inners > 조향 :  || inners > 조향 > 동력조향 작동 오일 누유 : 없음 || inners > 조향 > 작동상태 :  || inners > 조향 > 작동상태 > 스티어링 펌프 :  || inners > 조향 > 작동상태 > 스티어링 기어(MDPS포함) : 양호 || inners > 조향 > 작동상태 > 스티어링 조인트 : 양호 || inners > 조향 > 작동상태 > 파워고압호스 :  || inners > 조향 > 작동상태 > 타이로드엔드 및 볼 조인트 : 양호 || inners > 제동 :  || inners > 제동 > 브레이크 마스터 실린더오일 누유 : 없음 || inners > 제동 > 브레이크 오일 누유 : 없음 || inners > 제동 > 배력장치 상태 : 양호 || inners > 전기 :  || inners > 전기 > 발전기 출력 : 양호 || inners > 전기 > 시동 모터 : 양호 || inners > 전기 > 와이퍼 모터 기능 : 양호 || inners > 전기 > 실내송풍 모터 : 양호 || inners > 전기 > 라디에이터 팬 모터 : 양호 || inners > 전기 > 윈도우 모터 : 양호 || inners > 연료 :  || inners > 연료 > 연료누출(LP가스포함) : 없음,6.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,,1623075.0,1753689.0,1150000.0,644550.0,814994.0,742358.0,1359412.0,2025-01-30,True,,12러3437,KMHSW81UBDU146516,65,1,DEALER,전북 전주시 덕진구,2958,True,True,True,디젤,오토,은색,5,SUV,1995
40755884,현대,2513207348,False,True,False,양호,양호,,,,inners > 자기진단 :  || inners > 자기진단 > 원동기 : 양호 || inners > 자기진단 > 변속기 : 양호 || inners > 원동기 :  || inners > 원동기 > 작동상태(공회전) : 양호 || inners > 원동기 > 오일누유 :  || inners > 원동기 > 오일누유 > 실린더 커버(로커암 커버) : 없음 || inners > 원동기 > 오일누유 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 오일누유 > 실린더 블록 / 오일팬 : 없음 || inners > 원동기 > 오일 유량 : 적정 || inners > 원동기 > 냉각수누수 :  || inners > 원동기 > 냉각수누수 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 냉각수누수 > 워터펌프 : 없음 || inners > 원동기 > 냉각수누수 > 라디에이터 : 없음 || inners > 원동기 > 냉각수누수 > 냉각수 수량 : 적정 || inners > 원동기 > 커먼레일 : 양호 || inners > 변속기 :  || inners > 변속기 > 자동변속기(A/T) :  || inners > 변속기 > 자동변속기(A/T) > 오일누유 : 없음 || inners > 변속기 > 자동변속기(A/T) > 오일유량 및 상태 :  || inners > 변속기 > 자동변속기(A/T) > 작동상태(공회전) : 양호 || inners > 동력전달 :  || inners > 동력전달 > 클러치 어셈블리 :  || inners > 동력전달 > 등속조인트 : 양호 || inners > 동력전달 > 추친축 및 베어링 :  || inners > 동력전달 > 디피렌셜 기어 :  || inners > 조향 :  || inners > 조향 > 동력조향 작동 오일 누유 : 없음 || inners > 조향 > 작동상태 :  || inners > 조향 > 작동상태 > 스티어링 펌프 :  || inners > 조향 > 작동상태 > 스티어링 기어(MDPS포함) : 양호 || inners > 조향 > 작동상태 > 스티어링 조인트 : 양호 || inners > 조향 > 작동상태 > 파워고압호스 :  || inners > 조향 > 작동상태 > 타이로드엔드 및 볼 조인트 : 양호 || inners > 제동 :  || inners > 제동 > 브레이크 마스터 실린더오일 누유 : 없음 || inners > 제동 > 브레이크 오일 누유 : 없음 || inners > 제동 > 배력장치 상태 : 양호 || inners > 전기 :  || inners > 전기 > 발전기 출력 : 양호 || inners > 전기 > 시동 모터 : 양호 || inners > 전기 > 와이퍼 모터 기능 : 양호 || inners > 전기 > 실내송풍 모터 : 양호 || inners > 전기 > 라디에이터 팬 모터 : 양호 || inners > 전기 > 윈도우 모터 : 양호 || inners > 연료 :  || inners > 연료 > 연료누출(LP가스포함) : 없음 || outers > 트렁크 리드 : ,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,1751000.0,0.0,1227000.0,591566.6666666666,973600.0,407090.0,370310.0,2013-10-12,True,,47조2735,KMHJT81VBEU751631,114,3,DEALER,전북 전주시 덕진구,2090,True,True,True,디젤,오토,흰색,5,SUV,1995
41402067,현대,2526000464,False,False,False,양호,양호,,,,"inners > 자기진단 :  || inners > 자기진단 > 원동기 : 양호 || inners > 자기진단 > 변속기 : 양호 || inners > 원동기 :  || inners > 원동기 > 작동상태(공회전) : 양호 || inners > 원동기 > 오일누유 :  || inners > 원동기 > 오일누유 > 실린더 커버(로커암 커버) : 없음 || inners > 원동기 > 오일누유 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 오일누유 > 실린더 블록 / 오일팬 : 없음 || inners > 원동기 > 오일 유량 : 적정 || inners > 원동기 > 냉각수누수 :  || inners > 원동기 > 냉각수누수 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 냉각수누수 > 워터펌프 : 없음 || inners > 원동기 > 냉각수누수 > 라디에이터 : 없음 || inners > 원동기 > 냉각수누수 > 냉각수 수량 : 적정 || inners > 변속기 :  || inners > 변속기 > 자동변속기(A/T) :  || inners > 변속기 > 자동변속기(A/T) > 오일누유 : 없음 || inners > 변속기 > 자동변속기(A/T) > 오일유량 및 상태 :  || inners > 변속기 > 자동변속기(A/T) > 작동상태(공회전) : 양호 || inners > 변속기 > 수동변속기(M/T) :  || inners > 변속기 > 수동변속기(M/T) > 오일누유 :  || inners > 변속기 > 수동변속기(M/T) > 기어변속장치 :  || inners > 변속기 > 수동변속기(M/T) > 오일유량 및 상태 :  || inners > 변속기 > 수동변속기(M/T) > 작동상태(공회전) :  || inners > 동력전달 :  || inners > 동력전달 > 클러치 어셈블리 :  || inners > 동력전달 > 등속조인트 : 양호 || inners > 동력전달 > 추친축 및 베어링 :  || inners > 동력전달 > 디피렌셜 기어 : 양호 || inners > 조향 :  || inners > 조향 > 동력조향 작동 오일 누유 : 없음 || inners > 조향 > 작동상태 :  || inners > 조향 > 작동상태 > 스티어링 펌프 :  || inners > 조향 > 작동상태 > 스티어링 기어(MDPS포함) : 양호 || inners > 조향 > 작동상태 > 스티어링 조인트 : 양호 || inners > 조향 > 작동상태 > 파워고압호스 :  || inners > 조향 > 작동상태 > 타이로드엔드 및 볼 조인트 : 양호 || inners > 제동 :  || inners > 제동 > 브레이크 마스터 실린더오일 누유 : 없음 || inners > 제동 > 브레이크 오일 누유 : 없음 || inners > 제동 > 배력장치 상태 : 양호 || inners > 전기 :  || inners > 전기 > 발전기 출력 : 양호 || inners > 전기 > 시동 모터 : 양호 || inners > 전기 > 와이퍼 모터 기능 : 양호 || inners > 전기 > 실내송풍 모터 : 양호 || inners > 전기 > 라디에이터 팬 모터 : 양호 || inners > 전기 > 윈도우 모터 : 양호 || inners > 고전원전기장치 :  || inners > 고전원전기장치 > 충전구 절연 상태 : 양호 || inners > 고전원전기장치 > 구동축전지 격리 상태 : 양호 || inners > 고전원전기장치 > 고전원전기배선 상태(접속단자, 피복, 보호기구) : 양호 || inners > 연료 :  || inners > 연료 > 연료누출(LP가스포함) : 없음",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,True,,138거5683,KMHN3411BSA104971,2424,36,DEALER,경기 수원시 권선구,5205,False,True,True,가솔린+전기,오토,흰색,5,대형차,1598
41598850,현대,,False,False,,,,,,,,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,2870164.0,0.0,1162000.0,928046.6666666666,1794396.0,441930.0,633838.0,2024-03-23,True,엔카 실촬영,57고6898,KMHS381CBKU105369,237,1,DEALER,서울 강서구,3613,False,True,True,디젤,오토,쥐색,7,SUV,2199
41637862,현대,0236008760,False,False,False,양호,양호,,,,inners > 자기진단 :  || inners > 자기진단 > 원동기 : 양호 || inners > 자기진단 > 변속기 : 양호 || inners > 원동기 :  || inners > 원동기 > 작동상태(공회전) : 양호 || inners > 원동기 > 오일누유 :  || inners > 원동기 > 오일누유 > 실린더 커버(로커암 커버) : 없음 || inners > 원동기 > 오일누유 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 오일누유 > 실린더 블록 / 오일팬 : 없음 || inners > 원동기 > 오일 유량 : 적정 || inners > 원동기 > 냉각수누수 :  || inners > 원동기 > 냉각수누수 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 냉각수누수 > 워터펌프 : 없음 || inners > 원동기 > 냉각수누수 > 라디에이터 : 없음 || inners > 원동기 > 냉각수누수 > 냉각수 수량 : 적정 || inners > 변속기 :  || inners > 변속기 > 자동변속기(A/T) :  || inners > 변속기 > 자동변속기(A/T) > 오일누유 : 없음 || inners > 변속기 > 자동변속기(A/T) > 오일유량 및 상태 :  || inners > 변속기 > 자동변속기(A/T) > 작동상태(공회전) : 양호 || inners > 동력전달 :  || inners > 동력전달 > 클러치 어셈블리 :  || inners > 동력전달 > 등속조인트 : 양호 || inners > 동력전달 > 추친축 및 베어링 :  || inners > 동력전달 > 디피렌셜 기어 :  || inners > 조향 :  || inners > 조향 > 동력조향 작동 오일 누유 : 없음 || inners > 조향 > 작동상태 :  || inners > 조향 > 작동상태 > 스티어링 펌프 :  || inners > 조향 > 작동상태 > 스티어링 기어(MDPS포함) : 양호 || inners > 조향 > 작동상태 > 스티어링 조인트 : 양호 || inners > 조향 > 작동상태 > 파워고압호스 :  || inners > 조향 > 작동상태 > 타이로드엔드 및 볼 조인트 : 양호 || inners > 제동 :  || inners > 제동 > 브레이크 마스터 실린더오일 누유 : 없음 || inners > 제동 > 브레이크 오일 누유 : 없음 || inners > 제동 > 배력장치 상태 : 양호 || inners > 전기 :  || inners > 전기 > 발전기 출력 : 양호 || inners > 전기 > 시동 모터 : 양호 || inners > 전기 > 와이퍼 모터 기능 : 양호 || inners > 전기 > 실내송풍 모터 : 양호 || inners > 전기 > 라디에이터 팬 모터 : 양호 || inners > 전기 > 윈도우 모터 : 양호 || inners > 연료 :  || inners > 연료 > 연료누출(LP가스포함) : 없음 || outers > 리어 도어(우) :  || outers > 쿼터 패널(우) :  || outers > 쿼터 패널(좌) : ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,True,엔카 실촬영,197호6454,KMHJE81BGNU123212,125,0,DEALER,서울 강서구 양천로 390,3155,False,True,True,가솔린,오토,쥐색,5,SUV,1598
39647958,현대,2513203298,False,True,False,양호,양호,,,,inners > 자기진단 :  || inners > 자기진단 > 원동기 : 양호 || inners > 자기진단 > 변속기 : 양호 || inners > 원동기 :  || inners > 원동기 > 작동상태(공회전) : 양호 || inners > 원동기 > 오일누유 :  || inners > 원동기 > 오일누유 > 실린더 커버(로커암 커버) : 없음 || inners > 원동기 > 오일누유 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 오일누유 > 실린더 블록 / 오일팬 : 없음 || inners > 원동기 > 오일 유량 : 적정 || inners > 원동기 > 냉각수누수 :  || inners > 원동기 > 냉각수누수 > 실린더 헤드 / 개스킷 : 없음 || inners > 원동기 > 냉각수누수 > 워터펌프 : 없음 || inners > 원동기 > 냉각수누수 > 라디에이터 : 없음 || inners > 원동기 > 냉각수누수 > 냉각수 수량 : 적정 || inners > 원동기 > 커먼레일 : 양호 || inners > 변속기 :  || inners > 변속기 > 자동변속기(A/T) :  || inners > 변속기 > 자동변속기(A/T) > 오일누유 : 없음 || inners > 변속기 > 자동변속기(A/T) > 오일유량 및 상태 :  || inners > 변속기 > 자동변속기(A/T) > 작동상태(공회전) : 양호 || inners > 동력전달 :  || inners > 동력전달 > 클러치 어셈블리 :  || inners > 동력전달 > 등속조인트 : 양호 || inners > 동력전달 > 추친축 및 베어링 :  || inners > 동력전달 > 디피렌셜 기어 :  || inners > 조향 :  || inners > 조향 > 동력조향 작동 오일 누유 : 없음 || inners > 조향 > 작동상태 :  || inners > 조향 > 작동상태 > 스티어링 펌프 :  || inners > 조향 > 작동상태 > 스티어링 기어(MDPS포함) : 양호 || inners > 조향 > 작동상태 > 스티어링 조인트 : 양호 || inners > 조향 > 작동상태 > 파워고압호스 :  || inners > 조향 > 작동상태 > 타이로드엔드 및 볼 조인트 : 양호 || inners > 제동 :  || inners > 제동 > 브레이크 마스터 실린더오일 누유 : 없음 || inners > 제동 > 브레이크 오일 누유 : 없음 || inners > 제동 > 배력장치 상태 : 양호 || inners > 전기 :  || inners > 전기 > 발전기 출력 : 양호 || inners > 전기 > 시동 모터 : 양호 || inners > 전기 > 와이퍼 모터 기능 : 양호 || inners > 전기 > 실내송풍 모터 : 양호 || inners > 전기 > 라디에이터 팬 모터 : 양호 || inners > 전기 > 윈도우 모터 : 양호 || inners > 연료 :  || inners > 연료 > 연료누출(LP가스포함) : 없음 || outers > 프론트 휀더(우) :  || outers > 후드 :  || outers > 라디에이터 서포트(볼트체결부품) : ,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,,5768000.0,10006630.0,9904000.0,3682774.0,6708650.0,4256390.0,3709590.0,2025-02-08,True,,51로9606,KMHJT81VBEU858181,256,3,DEALER,전북 전주시 덕진구,2380,True,False,True,디젤,오토,명은색,5,SUV,1995
